name;category;year_published;designer;min_age;average_rating;users_rated;min_players;max_players;publisher
Dohdles!;Deduction;2015;Klaus Teuber;10;6.35938;64;3;6;KOSMOS
Lumis: Der Pfad des Feuers;Abstract Strategy;2015;Stephen Glenn;10;6.51544;68;2;4;KOSMOS
Bomarzo;City Building;2015;Stefano Castelli;12;6.68074;148;2;4;Giochix.it
Monster Trick;Card Game;2015;Ralf zur Linde;10;6.46651;106;2;5;Ravensburger Spieleverlag GmbH
Flea Market;Dice;2015;Leo Colovini;8;5.63071;70;3;5;Mayfair Games
Chef Alfredo;Children's Game;2015;Michael Schacht;5;6.12183;71;2;4;Queen Games
Queen's Architect;Medieval;2015;Volker Schächtele;10;6.97576;711;2;4;Queen Games
Hemloch: Midnight Edition;Card Game;2015;John Clowdus;0;7.04348;69;2;2;Small Box Games
Dead Man's Chest;Bluffing;2015;Paul Jefferies;8;5.86752;145;3;8;Eagle-Gryphon Games
Don't Turn Your Back;Horror;2015;Eric B. Vogel;13;7.2512;173;2;4;Evil Hat Productions
Flashlights & Fireflies;Bluffing;2015;Jeff Johnston (II);6;6.25294;51;2;5;Gamewright
Guards of Atlantis: Tabletop MOBA;Fantasy;2016;Artyom Nichipurov;0;7.64681;94;2;9;Wolff Designa
The King Is Dead;Medieval;2015;Peer Sylvester;12;7.23665;790;2;4;Osprey Games
Grimslingers;American West;2015;Stephen Gibson;14;7.11216;292;1;6;Greenbrier Games
Nevermore;Animals;2015;Curt Covert;14;6.77672;669;3;6;Smirk & Dagger Games
Disturbed Friends;Card Game;2015;NA;18;5.84357;70;4;10;Friendly Rabbit Inc
The Great War;Miniatures;2015;Richard Borg;0;8.00799;267;2;2;PSC Games
Epic Spell Wars of the Battle Wizards: Rumble at Castle Tentakill;Fantasy;2015;NA;15;6.90971;891;2;6;Cryptozoic Entertainment
Ogre / G.E.V.;Fighting;1990;Steve Jackson (I);10;7.40909;55;1;3;Steve Jackson Games
Spit It Out!;Party Game;2015;Martin Nedergaard Andersen;10;6.29661;192;3;8;R&R Games
Million Club;Economic;2016;Arnaud Ladagnous;10;6.09671;76;2;6;Playad Games
Drachenhort;Bluffing;2015;Reiner Knizia;8;6.80266;64;2;7;Ravensburger Spieleverlag GmbH
Loopin' Chewie;Action / Dexterity;2015;(Uncredited);4;6.46558;986;2;3;Hasbro
Booze Barons;Deduction;2016;Jeremy Commandeur;12;6.11;50;3;9;Overworld Games
Empires: Age of Discovery;Civilization;2015;Glenn Drover;10;8.07003;1006;2;6;Eagle-Gryphon Games
Dark Dealings;Card Game;2016;Michael D. Kelley;12;6.87157;242;1;6;Nevermore Games
The Greatest Day: Sword, Juno, and Gold Beaches;Wargame;2015;Adam Starkweather;12;8.83081;86;2;8;Multi-Man Publishing
2GM Tactics;Card Game;2015;Proyecto Enigma;12;8.03222;239;1;4;Draco Ideas
Booty;Card Game;2015;Alexander Cobian;10;7.11857;70;3;6;Mayfair Games
King Chocolate;Economic;2015;Stefan Alexander;10;6.72888;205;2;5;Mayfair Games
Cauldron;Economic;2015;Artem Safarov;11;7.34125;160;2;5;Altema Games
Telestrations After Dark;Humor;2015;NA;17;7.18712;372;4;8;USAopoly
Adorable Pandaring;Animals;2015;Chris Cieslik;10;5.76295;155;3;5;Asmadi Games
Gruff;Fantasy;2015;Brent Critchfield;11;6.77057;176;2;4;Studio Woe
Superfight: The Loot Crate Deck;Card Game;2015;Darin Ross;5;5.79676;152;2;10;Skybound Games
Pan tu nie stał! Demoludy;Card Game;2015;Reiner Knizia;10;5.25577;52;3;5;Egmont Polska
Lignum;Economic;2015;Alexander Huemer;12;7.40208;248;2;4;Mücke Spiele
Daxu;Card Game;2015;J. Alex Kevern;10;6.65886;175;2;2;White Goblin Games
Arctic Scavengers: Base Game+HQ+Recon;Bluffing;2015;Robert K. Gabhart;13;7.50747;1099;1;5;Rio Grande Games
Waste Knights;Adventure;2015;Marek Mydel;16;7.13564;165;2;4;Badger's Nest
Baseball Highlights: 2045 – Deluxe Edition;Card Game;2015;Mike Fitzgerald;10;8.05991;387;1;4;Eagle-Gryphon Games
Ylandyss;Fantasy;2015;Pau Carles;15;7.57222;135;2;4;DMZ Games
Saloon Tycoon;American West;2016;Robert Couch;12;7.39034;383;2;4;Van Ryder Games
Orcs Must Die! The Board Game: Order Edition;Fantasy;2016;Sandy Petersen;14;7.08242;91;1;8;Petersen Games
Orcs Must Die! The Board Game: Unchained Edition;Fantasy;2016;Sandy Petersen;14;6.99885;52;1;8;Petersen Games
Mogul;Economic;2015;Michael Schacht;13;6.92827;380;3;5;Rio Grande Games
Pandánte (Second Edition);Bluffing;2015;David Sirlin;13;7.82557;88;2;6;Sirlin Games
TROLL;Bluffing;2015;Kouji Kimura;8;6.53988;173;3;5;Oink Games
Wizards of the Wild: Deluxe Edition;Card Game;2015;Adam West;10;6.93022;103;2;4;CrossCut Games
4 en Letras;Card Game;2014;Daniel Ortiz Lausin;5;6.33276;58;1;16;Edge Entertainment
Builders of Blankenburg;City Building;2016;Peter Schultz;13;7.57866;82;2;5;Cobblestone Games
JunKing;Card Game;2015;David Gerrard;7;6.71474;95;2;6;Junk Spirit Games
Game of Crowns;Card Game;2015;Remo Conzadori;14;4.93667;72;4;9;Alderac Entertainment Group (AEG)
Dawn of the Zeds (Third edition);Horror;2016;Hermann Luttmann;13;8.41381;381;1;4;Victory Point Games
Casting;Movies / TV / Radio theme;2015;Romaric Galonnier;14;6.34069;58;4;8;Blue Cocker Games
Rumpelstiltskin;Bluffing;2015;Nate Heiss;14;5.90816;147;2;2;Alderac Entertainment Group (AEG)
Piñata Party;Math;2015;Hegedűs Csaba;8;6.49434;53;2;4;A-games (Board Game)
W1815;Napoleonic;2015;Hannu Uusitalo;14;7.58876;347;2;2;U&P Games
Bad Beets;Bluffing;2015;Justin Gary;8;5.91023;218;2;5;Stone Blade Entertainment
A Chaotic Life!;Card Game;2015;NA;10;3.20615;122;2;4;GrubTon Games
MoonQuake Escape;Bluffing;2016;Jeff Johnston (II);10;7.0463;54;2;6;Breaking Games
Cuisine a la Card;Card Game;2016;Dani Demarest;13;7.15404;104;2;4;InMotion
The Village Crone;Fantasy;2015;Anne-Marie De Witt;13;6.04299;207;1;6;Fireside Games
Street Kings;Racing;2016;Luca Vince Caltabiano;8;7.5488;75;2;6;BOARD TO DEATH
Vinhos Deluxe Edition;Economic;2016;Vital Lacerda;14;8.47733;796;1;4;Eagle-Gryphon Games
Apex Theropod Deck-Building Game: Exotic Predators;Animals;2014;Herschel Hoffmeyer;12;7.45114;88;1;8;Die-Hard Games LLC
Deck Building: The Deck Building Game;Card Game;2015;Christopher Badell;13;5.66348;259;2;2;Greater Than Games (Dice Hate Me Games)
Pillars of Eternity: Lords of the Eastern Reach;Card Game;2016;Chris Taylor;13;7.00688;160;1;4;Zero Radius Games
Shogun Big Box;Economic;2015;Dirk Henn;12;8.02802;106;3;5;Queen Games
The Lamps Are Going Out;Wargame;2016;Kirk Uhlmann;12;7.71826;127;2;4;Compass Games
A.D.A.P.T.;Card Game;2016;John Wrot!;7;6.06418;67;2;3;Gate Keeper Games
Explorers of the North Sea;Exploration;2016;Shem Phillips;12;7.52032;348;1;4;Garphill Games
Zombies vs Cheerleaders;Card Game;2015;Richard Toquet;10;6.24441;68;2;2;Matagot
Rights;Card Game;2015;Jun Sasaki;9;6.26624;125;3;5;Oink Games
Assassinorum: Execution Force;Miniatures;2015;NA;12;6.73804;230;1;4;Games Workshop Ltd.
Sun, Moon, & Stars;Bluffing;2016;Eric Jome;8;5.94587;63;2;4;Minion Games
Perspective;Card Game;2016;Andrew Voigt;0;6.38852;81;1;4;Minion Games
Helionox: The Last Sunset;Card Game;2015;Taran Lewis Kratz;13;7.25466;172;1;4;Mr. B Games
Frontier Stations;Science Fiction;2015;Jeremy Lennert;13;6.69345;84;3;6;Victory Point Games
Ekö;Abstract Strategy;2015;Henri Kermarrec;8;7.2081;337;2;4;Sit Down!
The Manhattan Project: Chain Reaction;Card Game;2016;James Mathe;12;6.75495;894;1;5;Minion Games
Carson City: Big Box;American West;2015;Xavier Georges;12;8.1759;783;2;6;Quined Games
IKI;Medieval;2015;Koota Yamada;14;7.61396;536;2;4;UTSUROI
Strife: Shadows and Steam;Card Game;2016;Christopher Hamm;13;6.9653;66;2;2;V3G
Karnivore Koala;Animals;2015;André Schillo;12;5.92323;155;2;6;Voodoo Games (II)
They Come Unseen;Nautical;2015;Andrew Benford;0;6.861;110;2;5;Osprey Games
Mix It;Card Game;2015;Manu Palau;5;6.19681;94;2;6;Brain Picnic
Achaia;Ancient;2015;Krzysztof Wolicki;14;6.67381;147;2;5;REDIMP GAMES
The Last Spike;Economic;2015;Tom Dalgliesh;10;6.89278;284;2;6;Columbia Games
Apocalypse Chaos;Science Fiction;2015;Florian Fay;13;6.87548;177;1;4;Z-Man Games
Small Star Empires;Science Fiction;2016;Milan Tasevski;13;7.3358;176;2;4;Archona Games
SCAPE;Card Game;2015;Francisco Gallego Arredondo;8;6.12231;156;3;14;GDM Games
London Dread;Horror;2016;Asger Johansen;14;7.15369;453;2;4;Grey Fox Games
Gwent: Monsters and Scoia'tael;Card Game;2015;CD Projekt;0;6.64921;252;2;2;CD Projekt RED
No Time For Heroes;Card Game;2016;Rodrigo González;8;7.26353;68;1;4;Holocubierta Ediciones
Adventure Time Fluxx;Card Game;2015;Andrew Looney;8;6.43451;213;2;6;Looney Labs
Batman Fluxx;Card Game;2015;Andrew Looney;8;6.41919;516;2;6;Looney Labs
Biergarten;Card Game;2016;Andrew Sallwasser;12;6.49348;69;2;5;Steamboat Gothic Studio
Empires at Sea;Adventure;2016;NA;14;7.10592;76;2;5;(Self-Published)
Spheres of Influence: Struggle for Global Supremacy;Modern Warfare;2016;Josh Lamont;14;7.9676;196;2;8;Little Nuke Games
Escape: The Curse of the Temple – Big Box: Kickstarter Edition;Adventure;2014;Kristian Amundsen Østby;8;7.93103;87;1;6;Queen Games
Star Trek: Five-Year Mission;Dice;2015;David E. Whitcher;10;6.45113;714;3;7;Mayfair Games
Z War One: Damnation;Comic Book / Strip;2016;Robert Butler;15;8.625;58;1;5;Dice Sports
Last Blitzkrieg;Wargame;2016;Dean Essig;13;8.80263;76;2;4;Multi-Man Publishing
One Deck Dungeon;Card Game;2016;Chris Cieslik;14;7.57374;927;1;2;Asmadi Games
Rome: City of Marble;Ancient;2015;Brett Myers;12;6.51949;118;2;4;R&R Games
London Markets;Economic;2016;Michael Schacht;10;6.33308;52;3;4;Queen Games
Victus: Barcelona 1714;Fighting;2015;Toni Serradesanferm;12;7.87576;59;1;4;Devir
Scuba;Adventure;2016;Martin Looij;8;5.86571;70;2;4;Keep Exploring Games
Tunhell;Card Game;2015;Vincent Burger;8;6.80816;98;2;4;PixieGames
KINMO;Animals;2015;Bruss Brussco;10;7.87456;68;2;10;Pasacronos
The Producer: 1940-1944;Economic;2015;Manlio Zaninotti;12;6.31491;110;2;4;Apokalypse Inc
JurassAttack!;Animals;2015;Ryan Cowler;8;6.65446;101;2;2;Green Couch Games
Avalanche at Yeti Mountain;Card Game;2016;Matt Wolfe;8;6.23853;109;1;5;Green Couch Games
Agility;Animals;2016;Brent Povis;10;7.57734;259;2;2;Two Lanterns Games
GobbleStones;NA;2015;Stephen Glenn;10;6.0661;59;2;4;R&R Games
Rolling America;Dice;2015;Hisashi Hayashi;8;6.5779;587;1;99;Gamewright
RevoltaaA;Card Game;2015;Reiner Knizia;10;5.695;80;3;5;PLAYthisONE
Warhammer: Age of Sigmar;Fantasy;2015;NA;12;6.1115;300;2;2;Games Workshop Ltd.
Visby;Bluffing;2015;Stefan Risthaus;10;6.66736;72;2;2;OSTIA Spiele
Dungeon Solitaire: Tomb of the Four Kings;Adventure;2015;Matthew Lowes;0;7.12891;55;1;1;(Web published)
Los Aprendices;Abstract Strategy;2015;Alberto Corazón Arambarri;10;6.03478;69;2;4;Zacatrus
Shakespeare;Renaissance;2015;Hervé Rigal;13;7.52798;2178;1;4;Ystari Games
Steam Time;Adventure;2015;Rüdiger Dorn;12;7.31681;765;2;4;KOSMOS
Voilà!;Action / Dexterity;2015;Roberto Fraga;6;6.42453;53;2;6;Brain Games
Sly Dice;Bluffing;2015;Jerry Haerle;14;6.70667;60;2;4;Brain Games
Goths Save The Queen;Deduction;2016;Vincent Bonnard;8;6.42487;78;2;4;Sit Down!
Automobiles;Racing;2016;David Short;10;7.45336;1279;2;5;Alderac Entertainment Group (AEG)
Dreamwell;Abstract Strategy;2016;Nick Little;13;6.95895;266;2;4;Action Phase Games
Alan's Adventureland;NA;2016;Alan D. Ernstein;14;6.164;50;3;4;Rio Grande Games
Chronicler;Card Game;2015;G B Kim;10;5.94611;72;2;4;Deinko Games
Flock;Abstract Strategy;2016;David J. Mortimer;14;6.00138;80;2;5;Alderac Entertainment Group (AEG)
Lutèce;Ancient;2015;Nicolas Sato;10;6.79954;109;2;5;Superlude Éditions
Crimson Creek;Deduction;2016;Andrew Scott;16;6.07153;163;2;6;Toystorian Enterprises
Magecraft;Fantasy;2016;Percy Chan;8;7.07416;89;2;4;(Self-Published)
Wrath of Dragons;Fantasy;2015;Keith Rentz;12;7.23593;135;2;6;Catalyst Game Labs
Council of Blackthorn;Card Game;2016;Jay Meyer;13;7.72447;200;2;6;Great Northern Games
Amphipolis;Ancient;2015;Reiner Knizia;10;6.02244;78;1;4;Desyllas Games
OMG;Card Game;2015;George Christofidis;8;5.68912;68;2;6;Desyllas Games
Falling Coin;Action / Dexterity;2015;Ying-Tan Liu;6;5.318;50;3;4;Homosapiens Lab
Completto;NA;2015;Heinz Meister;8;6.79067;134;2;4;Schmidt Spiele
Die holde Isolde;Medieval;2015;Nicolas Poncin;8;6.74527;243;2;5;Schmidt Spiele
Cornwall;NA;2015;Johannes Schmidauer-König;8;6.57491;171;2;4;Schmidt Spiele
Retro Loonacy;Card Game;2015;Andrew Looney;8;6.72857;84;2;5;Looney Labs
Buttons;Dice;2015;Benjamin Schwer;8;6.02431;55;2;4;Noris Spiele
Brass Empire;Card Game;2016;Mike Gnade;10;7.32679;84;1;5;Rock Manor Games
D6 Shooter;American West;2016;Robb De Nicola;8;7.37648;71;2;4;Epic Scale Games
Peloponnes Card Game;Ancient;2015;Bernd Eisenstein;10;6.76771;229;2;5;Irongames
Snowblind: Race for the Pole;Dice;2016;Simon McGregor;10;6.98883;257;1;4;Pleasant Company Games
Dragon Rampant: Fantasy Wargaming Rules;Book;2015;Daniel Mersey;0;8.24902;51;2;2;Osprey Publishing
Sarkophag;Card Game;2015;Michael Feldkötter;8;6.1891;78;3;6;AMIGO Spiel + Freizeit GmbH
Austerity;Economic;2015;Jake Staines;8;7.08269;78;1;1;(Web published)
Nantucket;Nautical;2016;Nathaniel Levan;0;6.43854;96;2;2;Greater Than Games (Dice Hate Me Games)
Dingo's Dreams;Animals;2016;Alf Seegert;8;6.63029;410;2;4;Red Raven Games
Hordes of Grimoor;Card Game;2015;John Clowdus;0;6.51016;64;2;2;Small Box Games
Rome: Rise to Power;Ancient;2015;Elad Goldsteen;13;6.5491;144;2;4;Golden Egg Games
Little Drop of Poison;Card Game;2016;Sean Scott Garrity;12;6.16471;85;3;8;Baksha Games
Shinobi Assassins;Bluffing;2015;Josep M. Allué;10;6.02167;60;4;6;GDM Games
M.U.L.E. The Board Game;Economic;2015;Heikki Harju;14;6.72309;288;3;4;Lautapelit.fi
SteamRollers;Dice;2015;Mark Gerrits;10;6.83152;92;2;5;Flatlined Games
Stinky Business;Economic;2015;Piotr Jesionek;10;6.32466;73;2;5;G3
Karuba;Puzzle;2015;Rüdiger Dorn;8;7.35349;3512;2;4;HABA - Habermaaß GmbH
Spookies;Dice;2015;Stefan Kloß;8;6.2634;206;2;5;HABA - Habermaaß GmbH
Factory Funner;Puzzle;2016;Corné van Moorsel;11;7.43982;294;1;5;Cwali
Ember: the Magical Card Game;Card Game;2016;Stuart Garside;12;7.45833;72;1;5;District 31
Monopoly: Star Wars;Economic;2015;Amanda Birkinshaw;8;5.14796;98;2;4;Hasbro
Escape the Nightmare;Horror;2016;Gregory Carslaw;12;6.53091;55;3;7;3DTotal Games
DEER LORD!;Bluffing;2015;NA;12;6.35018;56;4;12;(Self-Published)
Firefly Fluxx;Card Game;2016;Andrew Looney;8;6.76328;399;2;6;Looney Labs
Latice;Abstract Strategy;2015;Brent Vincent;0;7.14;97;2;4;Adacio
ManaSurge;Card Game;2016;Frank Sronce;14;6.861;100;2;6;Daily Magic Games
Flash Duel: Revised Second Edition;Card Game;2015;David Sirlin;0;7.5641;78;1;5;Sirlin Games
Ave Roma;Ancient;2016;Attila Szőgyi;12;7.39293;403;2;5;A-games (Board Game)
Alchemidus;NA;2015;Shimpei Sato;10;6.53008;65;1;127;conception
Mystery! Motive for Murder;Movies / TV / Radio theme;2015;Bruce Glassco;10;5.21557;61;1;5;Mayfair Games
The Exiled: Siege;Fantasy;2016;Mateusz Albricht;14;6.89741;58;1;5;(Self-Published)
Wings for the Baron (second edition);Aviation / Flight;2015;Dave Townsend;13;7.34649;114;3;5;Victory Point Games
Liguria;NA;2015;Alessandro Zucchini;12;6.98298;128;3;4;Queen Games
Keep;Card Game;2015;John Clowdus;0;6.41581;136;2;5;Small Box Games
Dragon Keeper: The Dungeon;Animals;2016;Etienne Daniault;10;6.91265;83;2;4;Ilopeli
Islebound;Nautical;2016;Ryan Laukat;13;7.44991;1147;2;4;Red Raven Games
Metropolia;Card Game;2014;Masao Suganuma;7;7.02121;66;2;5;Foxgames (Poland)
Win/Lose Revolution;Bluffing;2015;NA;6;5.54808;52;3;3;Indie Boards & Cards
Minecraft Card Game?;Card Game;2015;NA;8;5.94455;368;2;4;Mattel
Die fiesen 7;Card Game;2015;Jacques Zeimet;8;6.4281;153;2;6;Drei Hasen in der Abendsonne
Tavarua;Sports;2016;Cody Miller;13;7.58127;205;1;6;Far Off Games
Tokaido Deluxe Edition;Travel;2015;Antoine Bauza;8;7.96292;329;2;5;Funforge
Zimby Mojo;Fantasy;2016;Jim Felli;14;7.85423;52;1;8;Devious Weasel Games
Baseball Highlights: 2045 – Super Deluxe Edition;Card Game;2015;Mike Fitzgerald;10;8.08967;308;1;4;Eagle-Gryphon Games
Tiny Epic Galaxies Deluxe Edition;Dice;2015;Scott Almes;14;7.64392;539;1;5;Gamelyn Games
Burger Up;Card Game;2016;Matthew Parkes;9;7.30039;279;2;4;Rule & Make
Barnyard Roundup;Abstract Strategy;2016;James Hudson;6;7.34831;71;2;6;Druid City Games
Here, Kitty, Kitty!;Animals;2016;Kris McCardel Ware;10;6.44192;235;3;6;Fireside Games
Quissama;Card Game;2015;Ricardo Spinelli;10;7.40602;50;2;5;Ludens Spirit
Dark Mages;Card Game;2016;Eric Bleney;13;6.95161;62;2;8;Bleem Divertissements Inc.
Covert;Card Game;2016;Kane Klenko;10;7.49832;564;2;4;Renegade Game Studios
The Horus Heresy: Betrayal at Calth;Miniatures;2015;NA;0;7.7125;128;2;2;Games Workshop Ltd.
Islebound (Kickstarter edition);Nautical;2016;Ryan Laukat;0;7.81458;120;2;4;Red Raven Games
Nine Tiles;Action / Dexterity;2015;Jean-Claude Pellin;6;6.42602;83;2;4;Oink Games
Taluva Deluxe;City Building;2015;Marcel-André Casasola Merkle;8;8.03049;134;2;4;Ferti
Draconis Invasion;Card Game;2016;Jeff Lai;14;7.54262;210;1;6;KEJI Inc
